customer_id,tenure_months,monthly_charges,total_charges,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,churn
CUST-01019,3,18.0,57.0,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,0
CUST-01020,9,24.84,231.23,0,Yes,No,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,1
CUST-01021,5,39.84,205.14,0,No,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card,0
CUST-01022,6,37.79,236.57,1,Yes,No,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,1
CUST-01023,63,65.79,3995.18,0,No,No,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Bank transfer,0
CUST-01024,61,125.0,7505.13,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer,1
CUST-01025,60,72.27,4659.34,0,Yes,Yes,Yes,No,DSL,Yes,No,One year,Yes,Mailed check,0
CUST-01026,5,98.83,485.58,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,0
CUST-01027,6,67.47,421.2,0,No,No,Yes,No,DSL,Yes,Yes,Two year,Yes,Credit card,0
CUST-01028,21,93.76,1946.84,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer,0
CUST-01029,41,58.12,2301.99,1,No,No,Yes,No,DSL,No,No,One year,Yes,Electronic check,0
CUST-01030,25,75.56,1808.16,0,Yes,No,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,0
CUST-01031,36,61.83,2267.75,0,No,No,No,No phone service,No,No internet service,No internet service,One year,No,Credit card,0
CUST-01032,13,86.31,1176.85,0,Yes,Yes,No,No phone service,Fiber optic,No,Yes,Two year,Yes,Mailed check,0
CUST-01033,53,54.82,2952.73,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,0
CUST-01034,23,92.64,2145.37,0,No,No,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,0
CUST-01035,5,49.28,234.27,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01036,54,86.91,4677.91,0,Yes,No,Yes,No,Fiber optic,Yes,No,One year,Yes,Mailed check,0
CUST-01037,66,74.8,4956.24,0,Yes,No,Yes,Yes,DSL,No,Yes,Two year,Yes,Mailed check,0
CUST-01038,2,41.2,79.23,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,0
CUST-01039,32,124.75,4048.25,0,Yes,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,1
CUST-01040,60,85.61,4978.25,0,Yes,No,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,1
CUST-01041,51,46.29,2316.02,1,Yes,Yes,Yes,No,DSL,No,No,One year,Yes,Mailed check,0
CUST-01042,62,29.56,1883.46,0,Yes,No,Yes,Yes,DSL,Yes,No,One year,No,Electronic check,0
CUST-01043,30,34.71,1104.52,1,Yes,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,0
CUST-01044,27,19.31,551.21,0,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01045,52,77.26,3981.84,0,Yes,Yes,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,0
CUST-01046,12,68.07,832.16,0,No,No,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,0
CUST-01047,18,22.91,421.54,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01048,44,76.55,3442.25,1,No,Yes,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,0
CUST-01049,49,90.92,4463.85,0,No,No,Yes,No,Fiber optic,Yes,No,One year,No,Electronic check,1
CUST-01050,9,19.89,187.74,1,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,0
CUST-01051,37,49.09,1766.19,1,No,Yes,Yes,Yes,DSL,No,No,One year,Yes,Credit card,0
CUST-01052,27,71.54,1837.49,0,No,No,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,1
CUST-01053,37,85.95,3215.45,0,No,Yes,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,1
CUST-01054,70,93.08,6414.58,0,No,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,1
CUST-01055,6,61.11,393.66,0,No,No,Yes,No,DSL,No,No,Month-to-month,No,Credit card,1
CUST-01056,72,53.89,3796.09,0,Yes,Yes,Yes,No,DSL,No,Yes,One year,No,Credit card,0
CUST-01057,33,111.86,3832.88,0,No,No,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,1
CUST-01058,56,122.58,6973.77,1,No,No,Yes,Yes,Fiber optic,No,No,Two year,Yes,Credit card,1
CUST-01059,31,54.29,1583.73,0,Yes,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,0
CUST-01060,23,18.0,422.59,0,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,0
CUST-01061,56,74.09,4028.45,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,0
CUST-01062,50,105.74,5779.31,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,0
CUST-01063,11,80.5,854.9,1,No,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,1
CUST-01064,51,49.38,2417.94,0,Yes,No,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer,0
CUST-01065,55,69.32,3468.46,1,Yes,No,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,1
CUST-01066,28,79.48,2150.66,0,Yes,No,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,1
CUST-01067,67,18.0,1237.46,1,No,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card,0
CUST-01068,47,18.0,808.59,0,Yes,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,0
CUST-01069,25,89.73,2282.8,1,No,No,Yes,Yes,DSL,Yes,No,Two year,No,Electronic check,0
CUST-01070,1,39.5,39.79,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,1
CUST-01071,49,69.96,3284.11,0,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,1
CUST-01072,16,77.62,1232.33,0,No,Yes,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,0
CUST-01073,55,88.28,4658.17,0,No,No,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer,0
CUST-01074,38,52.87,2072.14,0,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-01075,34,99.22,3117.65,0,No,No,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer,0
CUST-01076,12,72.04,887.41,0,No,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-01077,52,113.04,5690.95,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,0
CUST-01078,12,106.8,1283.78,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,0
CUST-01079,31,112.0,3526.42,0,No,No,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,0
CUST-01080,61,110.95,6786.12,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-01081,67,69.41,5020.23,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,0
CUST-01082,72,118.15,8339.47,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,0
CUST-01083,69,55.88,3633.23,0,No,No,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,0
CUST-01084,41,96.19,4274.89,0,Yes,No,No,No phone service,Fiber optic,Yes,No,One year,Yes,Credit card,0
CUST-01085,15,67.12,1018.78,1,No,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-01086,61,114.77,7023.44,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,1
CUST-01087,58,70.59,4449.52,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,0
CUST-01088,72,102.16,6949.94,0,Yes,No,Yes,No,DSL,No,No,Two year,No,Electronic check,0
CUST-01089,47,80.74,3771.67,0,No,No,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,0
CUST-01090,11,31.21,327.47,0,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,0
CUST-01091,37,84.64,3109.61,0,No,Yes,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,0
CUST-01092,33,81.1,2515.98,0,Yes,No,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,1
CUST-01093,61,91.45,5584.1,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,0
CUST-01094,29,90.17,2610.04,0,Yes,Yes,Yes,No,Fiber optic,No,No,One year,No,Electronic check,0
CUST-01095,24,86.32,2063.6,0,Yes,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,1
CUST-01096,6,86.31,469.57,1,No,No,Yes,Yes,Fiber optic,No,Yes,One year,No,Mailed check,0
CUST-01097,61,91.52,5740.46,1,No,No,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,1
CUST-01098,55,83.23,4524.31,1,No,No,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,0
CUST-01099,3,93.91,310.67,1,Yes,No,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,1
CUST-01100,32,117.78,3689.19,0,Yes,No,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,1
CUST-01101,35,59.68,2030.83,0,No,No,No,No phone service,DSL,No,Yes,One year,No,Bank transfer,0
CUST-01102,34,88.54,3022.91,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,0
CUST-01103,67,73.21,4651.9,0,Yes,No,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,1
CUST-01104,11,62.91,724.39,0,No,Yes,Yes,Yes,DSL,Yes,No,One year,Yes,Electronic check,1
CUST-01105,23,68.74,1518.47,1,No,Yes,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,0
CUST-01106,14,76.49,1033.12,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,1
CUST-01107,18,65.58,1217.72,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,0
CUST-01108,66,100.51,6689.87,0,No,No,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,0
CUST-01109,68,94.41,6469.37,0,Yes,No,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card,1
CUST-01110,4,43.05,162.83,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,Two year,Yes,Credit card,0
CUST-01111,46,39.7,1897.15,0,Yes,No,Yes,No,DSL,No,No,Two year,No,Credit card,0
CUST-01112,17,117.67,1917.87,0,No,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,1
CUST-01113,14,77.22,1006.48,0,No,No,Yes,No,Fiber optic,No,No,One year,No,Mailed check,0
CUST-01114,22,51.86,1157.79,1,Yes,No,Yes,No,DSL,No,Yes,Two year,No,Mailed check,0
CUST-01115,14,50.44,700.09,0,Yes,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card,0
CUST-01116,36,56.03,1997.78,0,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,0
CUST-01117,72,63.32,4681.07,0,No,Yes,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,0
CUST-01118,43,62.01,2632.33,0,No,No,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,0
CUST-01119,53,39.96,1969.7,0,Yes,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,1
CUST-01120,36,38.02,1350.12,1,No,No,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,1
CUST-01121,2,77.93,157.65,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-01122,7,43.42,306.11,0,No,No,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,1
CUST-01123,20,100.41,1993.81,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,0
CUST-01124,18,66.11,1304.74,1,No,No,Yes,No,DSL,Yes,No,Two year,No,Electronic check,0
CUST-01125,61,84.44,5492.79,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,0
CUST-01126,61,52.16,3028.93,0,Yes,No,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,0
CUST-01127,62,114.3,6698.42,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,1
CUST-01128,46,38.61,1870.26,0,No,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,0
CUST-01129,41,57.47,2456.68,0,Yes,No,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,0
CUST-01130,47,82.92,4127.88,0,No,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,0
CUST-01131,30,55.35,1631.0,0,No,Yes,Yes,Yes,DSL,No,Yes,One year,Yes,Bank transfer,0
CUST-01132,49,116.86,5689.41,1,No,No,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,1
CUST-01133,58,78.6,4234.53,0,Yes,No,Yes,No,DSL,No,No,Two year,No,Credit card,0
CUST-01134,55,103.49,5724.72,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,0
CUST-01135,45,90.57,3971.52,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,0
CUST-01136,5,43.28,209.64,0,Yes,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,0
CUST-01137,53,18.0,989.25,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,0
CUST-01138,27,73.95,1984.2,0,Yes,Yes,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,0
CUST-01139,54,88.23,4921.61,0,No,No,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,0
CUST-01140,39,81.16,3151.58,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,One year,Yes,Electronic check,0
CUST-01141,64,86.95,5686.82,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,0
CUST-01142,25,58.55,1386.9,0,No,No,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer,0
CUST-01143,68,21.75,1420.61,0,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01144,61,22.58,1402.36,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,0
CUST-01145,24,74.01,1896.49,0,Yes,Yes,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,0
CUST-01146,35,61.27,2184.45,0,Yes,No,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,0
CUST-01147,39,53.18,2075.3,0,No,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,0
CUST-01148,56,100.36,5957.89,0,Yes,No,Yes,No,Fiber optic,No,No,Two year,No,Credit card,0
CUST-01149,50,103.4,5124.9,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,1
CUST-01150,62,68.39,4105.08,1,No,No,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,0
CUST-01151,27,18.0,486.13,0,Yes,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,0
CUST-01152,37,77.14,2896.74,0,No,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-01153,32,86.34,2622.94,0,No,Yes,Yes,No,DSL,Yes,Yes,Two year,No,Credit card,0
CUST-01154,66,69.48,4609.36,0,Yes,No,Yes,No,DSL,Yes,No,One year,Yes,Bank transfer,0
CUST-01155,22,73.44,1504.24,0,Yes,No,Yes,No,Fiber optic,No,No,One year,No,Mailed check,1
CUST-01156,43,100.39,4264.88,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,One year,Yes,Credit card,0
CUST-01157,9,18.0,160.99,0,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,0
CUST-01158,62,47.27,2926.96,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Bank transfer,0
CUST-01159,28,33.57,866.34,1,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,1
CUST-01160,25,88.34,2217.38,0,Yes,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,1
CUST-01161,42,33.04,1436.19,0,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01162,36,100.23,3811.51,1,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,1
CUST-01163,62,83.97,5508.71,1,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,0
CUST-01164,39,87.47,3414.79,0,No,No,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,0
CUST-01165,38,68.41,2857.31,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,0
CUST-01166,8,85.61,664.06,0,No,Yes,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card,0
CUST-01167,2,81.74,158.72,0,Yes,No,Yes,No,Fiber optic,Yes,No,One year,No,Credit card,0
CUST-01168,29,104.12,3021.66,0,No,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,0
CUST-01169,72,47.7,3548.04,0,No,No,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,0
CUST-01170,67,87.28,5998.23,0,No,No,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,0
CUST-01171,46,71.53,2978.67,0,Yes,No,No,No phone service,DSL,No,Yes,One year,No,Credit card,0
CUST-01172,46,89.52,3959.09,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,0
CUST-01173,29,79.86,2387.01,0,No,Yes,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,0
CUST-01174,13,38.58,483.71,0,Yes,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-01175,1,93.52,93.04,0,Yes,No,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,1
CUST-01176,25,38.18,968.21,1,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01177,23,60.34,1414.67,0,No,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,0
CUST-01178,14,71.09,1029.52,0,No,No,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,0
CUST-01179,19,76.09,1519.22,0,No,No,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,1
CUST-01180,2,97.3,199.52,0,No,Yes,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,0
CUST-01181,44,49.62,2076.08,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-01182,67,104.77,7184.25,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-01183,50,58.71,3062.52,0,No,Yes,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,1
CUST-01184,33,90.31,3034.29,0,No,No,Yes,Yes,DSL,Yes,Yes,Two year,No,Bank transfer,0
CUST-01185,31,55.97,1824.58,0,Yes,No,No,No phone service,Fiber optic,Yes,No,One year,Yes,Mailed check,0
CUST-01186,23,97.83,2271.47,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,0
CUST-01187,11,110.13,1205.28,0,No,No,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,0
CUST-01188,44,28.81,1224.69,1,Yes,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,1
CUST-01189,41,85.68,3798.74,0,Yes,No,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card,0
CUST-01190,1,105.14,100.74,0,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,1
CUST-01191,30,75.83,2274.46,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer,0
CUST-01192,21,80.22,1660.61,0,Yes,No,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,0
CUST-01193,13,76.75,944.5,0,Yes,Yes,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card,0
CUST-01194,51,59.59,3147.06,0,Yes,Yes,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,1
CUST-01195,38,28.05,1087.17,0,No,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,0
CUST-01196,46,110.22,5119.6,0,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,0
CUST-01197,52,104.17,5280.9,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,0
CUST-01198,71,65.8,4777.08,0,Yes,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,0
CUST-01199,58,65.24,3744.4,0,Yes,Yes,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,0
CUST-01200,45,77.37,3548.64,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,0
CUST-01201,64,45.43,3074.54,1,Yes,No,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,1
CUST-01202,35,98.19,3100.74,0,No,Yes,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,1
CUST-01203,71,65.94,4869.41,0,Yes,Yes,No,No phone service,Fiber optic,No,No,One year,Yes,Electronic check,0
CUST-01204,55,91.19,5491.61,0,Yes,No,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,0
CUST-01205,47,83.25,4182.08,0,Yes,Yes,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,0
CUST-01206,66,101.94,6936.07,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,0
CUST-01207,38,18.0,717.47,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01208,52,103.01,5174.48,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,1
CUST-01209,21,75.48,1600.32,0,Yes,No,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,0
CUST-01210,70,84.47,5877.43,0,Yes,Yes,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer,0
CUST-01211,45,51.58,2277.73,1,No,Yes,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,0
CUST-01212,57,33.01,1955.95,0,Yes,No,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,0
CUST-01213,34,125.0,4216.43,1,No,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-01214,63,82.68,4822.49,0,No,No,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,0
CUST-01215,6,68.13,415.95,1,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,1
CUST-01216,9,67.66,608.26,1,Yes,Yes,Yes,Yes,DSL,No,No,Two year,No,Mailed check,0
CUST-01217,37,51.67,1964.79,0,Yes,No,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,0
CUST-01218,53,102.97,5367.97,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,0
CUST-01219,59,118.32,6499.81,1,No,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,0
CUST-01220,32,73.96,2274.48,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,0
CUST-01221,47,80.62,3650.41,0,No,No,No,No phone service,Fiber optic,No,No,One year,No,Electronic check,1
CUST-01222,40,84.76,3251.04,0,No,Yes,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,0
CUST-01223,70,72.07,4931.36,1,No,No,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,0
CUST-01224,48,18.0,889.13,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-01225,31,59.9,1754.31,0,No,No,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,1
CUST-01226,70,125.0,9059.06,0,No,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,1
CUST-01227,8,54.65,414.99,1,No,No,Yes,No,DSL,No,Yes,One year,No,Electronic check,1
CUST-01228,71,71.91,5027.78,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,0
CUST-01229,12,125.0,1497.86,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,1
CUST-01230,21,108.31,2247.24,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,1
CUST-01231,60,38.5,2367.46,1,Yes,No,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,0
CUST-01232,53,89.8,4738.76,1,No,No,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,0
CUST-01233,70,79.53,5532.16,0,Yes,No,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,0
CUST-01234,54,112.04,5475.06,0,No,No,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,1
CUST-01235,46,125.0,5842.17,0,No,No,No,No phone service,Fiber optic,Yes,Yes,Two year,No,Mailed check,0
CUST-01236,25,72.08,1937.41,1,Yes,No,Yes,No,DSL,No,No,Two year,Yes,Mailed check,0
CUST-01237,1,113.9,111.66,0,No,No,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,1
CUST-01238,9,62.62,578.47,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,1
CUST-01239,22,19.53,415.5,0,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card,0
CUST-01240,3,38.65,120.52,0,No,No,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,1
CUST-01241,37,119.55,4515.17,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card,1
CUST-01242,56,75.78,4181.45,0,No,No,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,0
CUST-01243,70,70.91,4877.84,1,Yes,No,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,0
CUST-01244,36,97.78,3610.95,0,No,No,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,0
CUST-01245,64,95.69,6134.18,0,No,No,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,1
CUST-01246,71,82.49,5568.31,0,Yes,No,No,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,0
CUST-01247,62,45.61,2654.98,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-01248,34,116.37,4049.68,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,0
